Accession	Virus Pangolin Classification	Geographic Location	Isolate Collection date	Host Name	Length	Completeness	Release date
BS016448.1	XEC.2	Japan:Shizuoka, west	2025-01-30	Homo sapiens	29762	COMPLETE	2025-04-17T00:00:00Z
PV522969.1	XEC.24.1	USA: California	2025-01-31	Homo sapiens	29719	COMPLETE	2025-04-15T00:00:00Z
PX494938.1	PQ.12	USA: California	2025-09-14	Homo sapiens	29791	COMPLETE	2025-11-07T00:00:00Z
OL706856.1	AY.117	USA: Texas	2021-08-10	Homo sapiens	29701	COMPLETE	2021-12-03T00:00:00Z
OL715598.1	AY.39.1	USA: California	2021-11-26	Homo sapiens	29812	COMPLETE	2021-12-04T00:00:00Z
OL725669.1	AY.3	USA: Colorado	2021-11-03	Homo sapiens	29787	COMPLETE	2021-12-06T00:00:00Z
OL731272.1	AY.47	USA: California	2021-11-08	Homo sapiens	29816	COMPLETE	2021-12-06T00:00:00Z
OL736658.1	AY.3.1	USA: West Virginia	2021-11-15	Homo sapiens	29703	COMPLETE	2021-12-06T00:00:00Z
OL749049.1	AY.39	USA: Illinois	2021-11-16	Homo sapiens	29809	COMPLETE	2021-12-07T00:00:00Z
OL760211.1	AY.100	USA: Colorado	2021-11-15	Homo sapiens	29811	COMPLETE	2021-12-08T00:00:00Z
OL776290.1	B	USA: Oregon	2021-11-10	Homo sapiens	29829	COMPLETE	2021-12-09T00:00:00Z
OL786168.1	AY.25	USA: South Dakota	2021-11-16	Homo sapiens	29810	COMPLETE	2021-12-09T00:00:00Z
OL805804.1	AY.43	USA: Georgia	2021-11-28	Homo sapiens	29855	COMPLETE	2021-12-10T00:00:00Z
OL821823.1	AY.3	USA: Massachusetts	2021-12-01	Homo sapiens	29873	COMPLETE	2021-12-11T00:00:00Z
OL833324.1	AY.25.3	USA: Wisconsin	2021-11-18	Homo sapiens	29703	COMPLETE	2021-12-14T00:00:00Z
OL838229.1	AY.3	USA: Georgia	2021-11-12	Homo sapiens	29787	COMPLETE	2021-12-14T00:00:00Z
OL856561.1	AY.103	USA: New York	2021-12-01	Homo sapiens	29812	COMPLETE	2021-12-15T00:00:00Z
OL865930.1	AY.25.1	USA: Illinois	2021-11-27	Homo sapiens	29769	COMPLETE	2021-12-15T00:00:00Z
OL878056.1	AY.118	USA: Colorado	2021-11-03	Homo sapiens	29787	COMPLETE	2021-12-16T00:00:00Z
OL886232.1	AY.100	USA: Wisconsin	2021-11-14	Homo sapiens	29823	COMPLETE	2021-12-17T00:00:00Z
OL895970.1	AY.103	USA: Pennsylvania	2021-11-20	Homo sapiens	29890	COMPLETE	2021-12-17T00:00:00Z
OL910921.1	AY.44	USA: Vermont	2021-12-06	Homo sapiens	29844	COMPLETE	2021-12-19T00:00:00Z
OL921081.1	AY.119	USA: Massachusetts	2021-11-26	Homo sapiens	29816	COMPLETE	2021-12-20T00:00:00Z
OL927186.1	AY.39	USA: Florida	2021-11-22	Homo sapiens	29812	COMPLETE	2021-12-20T00:00:00Z
OL932756.1	AY.3	USA: Pennsylvania	2021-12-04	Homo sapiens	29857	COMPLETE	2021-12-20T00:00:00Z
OL945487.1	AY.25.1	USA: California	2021-11-27	Homo sapiens	29807	COMPLETE	2021-12-20T00:00:00Z
OL952198.1	AY.25.1	USA: Arizona	2021-11-09	Homo sapiens	29809	COMPLETE	2021-12-20T00:00:00Z
OL968414.1	AY.103	USA: Michigan	2021-11-30	Homo sapiens	29810	COMPLETE	2021-12-23T00:00:00Z
OL985214.1	AY.114	USA: Massachusetts	2021-12-12	Homo sapiens	29844	COMPLETE	2021-12-22T00:00:00Z
OL994698.1	AY.25	USA: Pennsylvania	2021-12-09	Homo sapiens	29670	COMPLETE	2021-12-23T00:00:00Z
OM007469.1	AY.100	USA: Wisconsin	2021-12-06	Homo sapiens	29638	COMPLETE	2021-12-24T00:00:00Z
OM013185.1	BA.1.1	USA: California	2021-12-16	Homo sapiens	29828	COMPLETE	2021-12-25T00:00:00Z
OM018701.1	AY.39	USA: West Virginia	2021-12-14	Homo sapiens	29802	COMPLETE	2021-12-26T00:00:00Z
OM034779.1	AY.44	USA: Indiana	2021-12-10	Homo sapiens	29811	COMPLETE	2021-12-28T00:00:00Z
OM043845.1	AY.119	USA: New Jersey	2021-12-17	Homo sapiens	29733	COMPLETE	2021-12-28T00:00:00Z
OM054471.1	B.1.617.2	USA	2021-08-11	Homo sapiens	29885	COMPLETE	2021-12-29T00:00:00Z
OM072690.1	AY.39	USA: Massachusetts	2021-12-21	Homo sapiens	29870	COMPLETE	2021-12-31T00:00:00Z
OM080596.1	AY.103	USA: Minnesota	2021-12-07	Homo sapiens	29808	COMPLETE	2021-12-31T00:00:00Z
OV133564.1	AY.43	Slovakia	2021-11-12	Homo sapiens	29890	COMPLETE	2021-12-07T00:00:00Z
OV197579.1	AY.4.2.2	United Kingdom:England	2021-11-03	Homo sapiens	29890	COMPLETE	2021-12-15T00:00:00Z
OQ556250.1	BA.1.1	USA: PA	2022-02-18	Homo sapiens	29687	COMPLETE	2023-03-02T00:00:00Z
OQ609818.1	BQ.1.10	USA: California	2023-02-23	Homo sapiens	29718	COMPLETE	2023-03-13T00:00:00Z
OX443958.1	P.1	Germany:Mecklenburg?West Pomerania	2021-04-20	Homo sapiens	29887	COMPLETE	2023-03-10T00:00:00Z
MZ318919.1	B.1.1.7	USA: Michigan	2021-05-06	Homo sapiens	29763	COMPLETE	2021-06-01T00:00:00Z
MZ342168.1	B.1.526	USA: Rhode Island	2021-05-16	Homo sapiens	29747	COMPLETE	2021-06-04T00:00:00Z
MZ368254.1	B.1.609	USA: Michigan	2021-03-26	Homo sapiens	29899	COMPLETE	2021-06-10T00:00:00Z
MZ390323.1	B.1.1.7	USA: Texas	2021-05-21	Homo sapiens	29756	COMPLETE	2021-06-15T00:00:00Z
MZ416187.1	C.37	USA: Louisiana	2021-05-14	Homo sapiens	29801	COMPLETE	2021-06-21T00:00:00Z
MZ450040.1	B.1.1.7	USA: Minnesota	2021-06-02	Homo sapiens	29810	COMPLETE	2021-06-25T00:00:00Z
MZ471435.1	B.1.2	USA	2021-01-14	Homo sapiens	29818	COMPLETE	2021-06-30T00:00:00Z
ON135328.1	B.1.2	USA: New Mexico	2021-02-08	Homo sapiens	29782	COMPLETE	2022-04-01T00:00:00Z
ON148905.1	AY.100	USA: Virginia	2021-12-02	Homo sapiens	29769	COMPLETE	2022-04-04T00:00:00Z
ON176482.1	BA.1.1	USA: Virginia	2022-01-12	Homo sapiens	29779	COMPLETE	2022-04-07T00:00:00Z
ON197032.1	AY.103	USA	2021-09-01	Homo sapiens	29701	COMPLETE	2022-04-09T00:00:00Z
ON208950.1	BA.1.1	USA	2022-01-24	Homo sapiens	29767	COMPLETE	2022-04-11T00:00:00Z
ON231074.1	BA.1.1.14	USA	2022-01-25	Homo sapiens	29772	COMPLETE	2022-04-13T00:00:00Z
ON242554.1	BA.1.1	USA: North Carolina	2022-03-21	Homo sapiens	29770	COMPLETE	2022-04-15T00:00:00Z
ON253301.1	BA.2	USA: New Jersey	2022-04-05	Homo sapiens	29724	COMPLETE	2022-04-18T00:00:00Z
ON270407.1	BA.2	USA: Texas	2022-03-29	Homo sapiens	29709	COMPLETE	2022-04-19T00:00:00Z
ON278669.1	B.1.160	France	2020-08-21	Homo sapiens	29702	COMPLETE	2022-04-19T00:00:00Z
ON290507.1	B.1.160	France	2021-02-15	Homo sapiens	29702	COMPLETE	2022-04-20T00:00:00Z
ON302087.1	B.1.160	France	2020-08-31	Homo sapiens	29703	COMPLETE	2022-04-20T00:00:00Z
ON313407.1	BA.1.18	USA	2022-02-06	Homo sapiens	29790	COMPLETE	2022-04-21T00:00:00Z
ON334892.1	BA.2.9	USA: Pennsylvania	2022-04-06	Homo sapiens	29724	COMPLETE	2022-04-25T00:00:00Z
ON340215.1	B.1	USA	2020-12-11	Homo sapiens	29797	COMPLETE	2022-04-26T00:00:00Z
ON347689.1	BA.2	USA: Florida	2022-04-10	Homo sapiens	29850	COMPLETE	2022-04-26T00:00:00Z
ON372823.1	BA.2.12.1	USA: Illinois	2022-04-13	Homo sapiens	29624	COMPLETE	2022-04-28T00:00:00Z
OW413155.1	BA.1.17.2	United Kingdom:England	2022-01-22	Homo sapiens	29873	COMPLETE	2022-04-08T00:00:00Z
OW459507.1	AY.3	United Kingdom:Scotland	2021-09-04	Homo sapiens	29646	COMPLETE	2022-04-13T00:00:00Z
OW464406.1	BA.2	United Kingdom:England	2022-03-05	Homo sapiens	29850	COMPLETE	2022-04-13T00:00:00Z
OW469531.1	BA.1	United Kingdom:England	2022-01-02	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW474106.1	BA.1.1	United Kingdom:England	2021-12-27	Homo sapiens	29877	COMPLETE	2022-04-16T00:00:00Z
OW478870.2	BA.1.1	United Kingdom:England	2021-12-20	Homo sapiens	29867	COMPLETE	2022-04-16T00:00:00Z
OW483377.1	BA.1	United Kingdom:England	2022-01-10	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW502434.1	BA.2	United Kingdom:England	2022-03-21	Homo sapiens	29850	COMPLETE	2022-04-16T00:00:00Z
OW507414.1	BA.1.1	United Kingdom:England	2022-02-10	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW512251.1	BA.1	United Kingdom:England	2022-02-07	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW515694.1	BA.1	United Kingdom:Wales	2022-01-07	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW519301.1	AY.6	United Kingdom:Scotland	2021-08-19	Homo sapiens	29646	COMPLETE	2022-04-25T00:00:00Z
OW578713.1	BA.2.9	Slovakia	2022-04-15	Homo sapiens	29876	COMPLETE	2022-04-30T00:00:00Z
OM464586.1	BA.1.1	USA: Georgia	2022-01-16	Homo sapiens	29871	COMPLETE	2022-02-01T00:00:00Z
OM485260.1	B.1.517	USA	2020-12-28	Homo sapiens	29877	COMPLETE	2022-02-02T00:00:00Z
OM497868.1	BA.1.1	USA: Washington	2022-01-18	Homo sapiens	29716	COMPLETE	2022-02-03T00:00:00Z
OM518393.1	BA.1.20	USA: Illinois	2022-01-17	Homo sapiens	29787	COMPLETE	2022-02-04T00:00:00Z
OM539453.1	BA.1.15	USA: Texas	2022-01-07	Homo sapiens	29747	COMPLETE	2022-02-07T00:00:00Z
OM564178.1	BA.1.1	USA: California	2022-01-22	Homo sapiens	29794	COMPLETE	2022-02-07T00:00:00Z
OM621721.1	BA.1.15	USA: California	2022-01-31	Homo sapiens	29795	COMPLETE	2022-02-09T00:00:00Z
OM627225.1	BA.1.1	USA: New Jersey	2022-01-26	Homo sapiens	29779	COMPLETE	2022-02-09T00:00:00Z
OM644232.1	BA.1.1	USA: Illinois	2022-01-29	Homo sapiens	29793	COMPLETE	2022-02-10T00:00:00Z
OM660686.1	BA.1.1.18	USA: South Carolina	2022-01-27	Homo sapiens	29770	COMPLETE	2022-02-12T00:00:00Z
OM665885.1	BA.1.1	USA: Colorado	2022-01-29	Homo sapiens	29747	COMPLETE	2022-02-13T00:00:00Z
OM684168.1	BA.1.15	USA: Oregon	2022-02-02	Homo sapiens	29779	COMPLETE	2022-02-15T00:00:00Z
OM696626.1	BA.1.1	USA: California	2022-02-01	Homo sapiens	29716	COMPLETE	2022-02-16T00:00:00Z
OM718183.1	BA.1.1.18	USA: Colorado	2022-01-21	Homo sapiens	29770	COMPLETE	2022-02-16T00:00:00Z
OM756034.1	BA.1.20	USA: Georgia	2022-02-06	Homo sapiens	29871	COMPLETE	2022-02-20T00:00:00Z
OM768058.1	BA.1.1	USA: Florida	2022-02-05	Homo sapiens	29845	COMPLETE	2022-02-22T00:00:00Z
OM778437.1	BA.1.15	USA: FL	2022-01-26	Homo sapiens	29791	COMPLETE	2022-02-22T00:00:00Z
OM789248.1	BA.1	USA: California	2022-02-09	Homo sapiens	29717	COMPLETE	2022-02-23T00:00:00Z
OM806440.1	BA.1.1	USA: Wisconsin	2022-02-02	Homo sapiens	29770	COMPLETE	2022-02-24T00:00:00Z
OM822407.1	BA.1.1	USA: Colorado	2022-02-02	Homo sapiens	29748	COMPLETE	2022-02-25T00:00:00Z
OM840542.1	B.1.2	USA: Moscow, Idaho	2021-01-29	Homo sapiens	29780	COMPLETE	2022-02-27T00:00:00Z
OM853195.1	BA.1.1	USA: Tennessee	2022-02-13	Homo sapiens	29799	COMPLETE	2022-02-28T00:00:00Z
OZ409601.1	XFG.14.1	United Kingdom:Wales	2026-01-14	Homo sapiens	29847	COMPLETE	2026-02-10T00:00:00Z
OZ080381.1	JN.1.32	United Kingdom:England	2024-05-15	Homo sapiens	29850	COMPLETE	2024-07-10T00:00:00Z
OZ084612.1	unclassifiable	United Kingdom:Northern_Ireland	2024-05-24	Homo sapiens	29850	COMPLETE	2024-07-10T00:00:00Z
OZ089038.1	JN.1.65.1	United Kingdom:Wales	2024-06-22	Homo sapiens	29847	COMPLETE	2024-07-10T00:00:00Z
OZ119472.1	KP.3.2.4	United Kingdom:England	2024-06-25	Homo sapiens	29844	COMPLETE	2024-07-16T00:00:00Z
PQ029235.1	LP.1	USA: New Jersey	2024-06-11	Homo sapiens	29779	COMPLETE	2024-07-15T00:00:00Z
OR660537.1	GS.4	USA: Washington	2023-09-28	Homo sapiens	29685	COMPLETE	2023-10-12T00:00:00Z
OY748899.1	XBB.1.16.11	United Kingdom:England	2023-10-05	Homo sapiens	29847	COMPLETE	2023-10-18T00:00:00Z
OZ373447.1	unclassifiable	United Kingdom:Scotland	2025-11-07	Homo sapiens	29891	COMPLETE	2025-12-02T00:00:00Z
OZ073523.1	BQ.1.1.76	Argentina:Ciudad Autonoma de Buenos Aires	2022-12-12	Homo sapiens	29839	COMPLETE	2024-06-01T00:00:00Z
OZ345603.1	unclassifiable	United Kingdom:Wales	2025-09-25	Homo sapiens	29857	COMPLETE	2025-10-14T00:00:00Z
PX870166.1	XFG.2.6	USA	2025-12-12	Homo sapiens	29719	COMPLETE	2026-01-15T00:00:00Z
OZ196994.1	KP.3.1.1	United Kingdom:Wales	2024-09-23	Homo sapiens	29844	COMPLETE	2024-10-19T00:00:00Z
PQ481324.1	MC.13.1	USA: CA	2024-08-09	Homo sapiens	29658	COMPLETE	2024-10-18T00:00:00Z
OM872181.1	BA.1.1	USA: New Jersey	2022-02-11	Homo sapiens	29750	COMPLETE	2022-03-01T00:00:00Z
OM880749.1	BA.1.15	USA: California	2022-02-18	Homo sapiens	29828	COMPLETE	2022-03-02T00:00:00Z
OM895195.1	BA.1.1.18	USA: Colorado	2022-02-02	Homo sapiens	29770	COMPLETE	2022-03-02T00:00:00Z
OM913243.1	BA.1.1	USA: FL	2022-01-06	Homo sapiens	29697	COMPLETE	2022-03-04T00:00:00Z
OM923405.1	BA.1.1.18	USA: Colorado	2022-02-08	Homo sapiens	29770	COMPLETE	2022-03-07T00:00:00Z
OM933506.1	BA.1.1	USA: Pennsylvania	2022-02-21	Homo sapiens	29747	COMPLETE	2022-03-07T00:00:00Z
OM949152.1	BA.1.1	USA: Michigan	2022-02-17	Homo sapiens	29747	COMPLETE	2022-03-09T00:00:00Z
OM963064.1	BA.1.1	USA: FL	2022-01-08	Homo sapiens	29684	COMPLETE	2022-03-10T00:00:00Z
OM989110.1	BA.1.1.16	USA: New York	2022-02-25	Homo sapiens	29717	COMPLETE	2022-03-15T00:00:00Z
ON001320.1	BA.1.1	USA: NY	2022-02-10	Homo sapiens	29828	COMPLETE	2022-03-16T00:00:00Z
ON020999.1	BA.1.1	USA: California	2022-03-04	Homo sapiens	29872	COMPLETE	2022-03-18T00:00:00Z
ON035192.1	BA.1.1	USA: Maryland	2022-03-07	Homo sapiens	29747	COMPLETE	2022-03-21T00:00:00Z
ON048881.1	BA.1.1	USA: New York	2022-03-09	Homo sapiens	29653	COMPLETE	2022-03-23T00:00:00Z
ON068029.1	BA.1.1	USA: Colorado	2022-03-09	Homo sapiens	29770	COMPLETE	2022-03-25T00:00:00Z
ON079716.1	BA.1.1	USA: California	2022-03-03	Homo sapiens	29799	COMPLETE	2022-03-28T00:00:00Z
ON091477.1	BA.1.1	USA: New York	2022-03-14	Homo sapiens	29750	COMPLETE	2022-03-29T00:00:00Z
ON111733.1	BA.2.10	USA: Texas	2022-03-14	Homo sapiens	29724	COMPLETE	2022-03-30T00:00:00Z
OW093243.1	AY.4	United Kingdom:Northern_Ireland	2021-12-20	Homo sapiens	29890	COMPLETE	2022-03-09T00:00:00Z
OW098306.1	AY.4	United Kingdom:England	2021-12-16	Homo sapiens	29890	COMPLETE	2022-03-09T00:00:00Z
OW103758.1	BA.1	United Kingdom:England	2021-12-14	Homo sapiens	29867	COMPLETE	2022-03-09T00:00:00Z
OW108376.1	unclassifiable	United Kingdom:England	2021-12-31	Homo sapiens	29879	COMPLETE	2022-03-09T00:00:00Z
OW120727.1	BA.1.1.1	Slovakia	2022-01-18	Homo sapiens	29864	COMPLETE	2022-03-12T00:00:00Z
OW178977.1	BA.2	Slovakia	2022-02-27	Homo sapiens	29850	COMPLETE	2022-03-21T00:00:00Z
OZ369511.1	PQ.2.7	United Kingdom:England	2025-10-23	Homo sapiens	29844	COMPLETE	2025-11-20T00:00:00Z
OY616005.1	B.1.177	United Kingdom:England	2020-10-04	Homo sapiens	29903	COMPLETE	2023-08-09T00:00:00Z
OY619761.1	B.1.1.7	United Kingdom:England	2021-02-08	Homo sapiens	29884	COMPLETE	2023-08-09T00:00:00Z
OY625321.1	BA.1	United Kingdom:England	2022-01-18	Homo sapiens	29763	COMPLETE	2023-08-09T00:00:00Z
OY631062.1	BA.1.17.2	United Kingdom:England	2022-01-24	Homo sapiens	29776	COMPLETE	2023-08-08T00:00:00Z
OY635405.1	BA.1.1	United Kingdom:England	2022-02-11	Homo sapiens	29769	COMPLETE	2023-08-09T00:00:00Z
OY642468.1	BA.1	United Kingdom:England	2021-12-26	Homo sapiens	29778	COMPLETE	2023-08-02T00:00:00Z
OY645911.1	BA.1	United Kingdom:England	2022-02-20	Homo sapiens	29769	COMPLETE	2023-08-02T00:00:00Z
OY650533.1	BA.1.17.2	United Kingdom:England	2022-01-05	Homo sapiens	29779	COMPLETE	2023-08-02T00:00:00Z
OY655337.1	BA.1.15.1	United Kingdom:England	2022-02-05	Homo sapiens	29765	COMPLETE	2023-08-02T00:00:00Z
OY660315.1	BA.1.1.15	United Kingdom:England	2022-02-13	Homo sapiens	29778	COMPLETE	2023-08-02T00:00:00Z
OY665360.1	BA.1.1	United Kingdom:England	2022-02-02	Homo sapiens	29778	COMPLETE	2023-08-02T00:00:00Z
OY673932.1	BA.1	United Kingdom:England	2022-02-23	Homo sapiens	29769	COMPLETE	2023-08-03T00:00:00Z
OY677724.1	BA.1.15	United Kingdom:England	2022-02-10	Homo sapiens	29769	COMPLETE	2023-08-03T00:00:00Z
OY681775.1	BA.1	United Kingdom:England	2022-01-29	Homo sapiens	29779	COMPLETE	2023-08-03T00:00:00Z
OY687544.1	AY.4	United Kingdom:England	2021-12-20	Homo sapiens	29786	COMPLETE	2023-08-03T00:00:00Z
OY691814.1	BA.1.17.2	United Kingdom:England	2022-01-03	Homo sapiens	29779	COMPLETE	2023-08-03T00:00:00Z
OY695457.1	BA.1.17.2	United Kingdom:England	2022-02-07	Homo sapiens	29769	COMPLETE	2023-08-03T00:00:00Z
OY701081.1	BA.1.1	United Kingdom:England	2022-02-23	Homo sapiens	29769	COMPLETE	2023-08-04T00:00:00Z
OY705856.1	BA.1.1	United Kingdom:England	2022-02-02	Homo sapiens	29778	COMPLETE	2023-08-04T00:00:00Z
OY710474.1	BA.2.10	United Kingdom:England	2022-02-19	Homo sapiens	29746	COMPLETE	2023-08-04T00:00:00Z
OY715913.1	BA.1.1	United Kingdom:England	2021-12-24	Homo sapiens	29784	COMPLETE	2023-08-05T00:00:00Z
OY720744.1	XBB.2.3.11	United Kingdom:Northern_Ireland	2023-06-26	Homo sapiens	29847	COMPLETE	2023-08-11T00:00:00Z
ON127565.1	BA.2	USA: New Jersey	2022-03-18	Homo sapiens	29769	COMPLETE	2022-04-01T00:00:00Z
ON140048.1	BA.1.1	USA: Virginia	2022-03-19	Homo sapiens	29747	COMPLETE	2022-04-02T00:00:00Z
ON153041.1	BA.1.1	USA: Puerto Rico	2022-03-03	Homo sapiens	29786	COMPLETE	2022-04-05T00:00:00Z
ON178207.1	BA.1.1	USA: Ohio	2022-03-24	Homo sapiens	29721	COMPLETE	2022-04-07T00:00:00Z
ON200994.1	BA.2	USA: Massachusetts	2022-04-01	Homo sapiens	29804	COMPLETE	2022-04-10T00:00:00Z
ON215128.1	BA.1.15	USA	2022-01-27	Homo sapiens	29684	COMPLETE	2022-04-12T00:00:00Z
ON238147.1	BA.1.1	USA: NJ, HUNTERDON	2022-01-19	Homo sapiens	29752	COMPLETE	2022-04-14T00:00:00Z
ON252928.1	BA.2	USA: New Jersey	2022-04-05	Homo sapiens	29724	COMPLETE	2022-04-18T00:00:00Z
ON269061.1	AY.43	France	2021-11-24	Homo sapiens	29689	COMPLETE	2022-04-19T00:00:00Z
ON277213.1	AY.43	France	2021-09-03	Homo sapiens	29689	COMPLETE	2022-04-19T00:00:00Z
ON285877.1	B.1.160	France	2020-10-29	Homo sapiens	29703	COMPLETE	2022-04-19T00:00:00Z
ON294177.1	BA.2.3	USA: California	2022-04-01	Homo sapiens	29848	COMPLETE	2022-04-20T00:00:00Z
ON304924.1	BA.1.1	USA: FL	2022-01-10	Homo sapiens	29776	COMPLETE	2022-04-20T00:00:00Z
ON313318.1	BA.1.1	USA	2022-02-07	Homo sapiens	29782	COMPLETE	2022-04-21T00:00:00Z
ON335778.1	BA.2.12.1	USA: Pennsylvania	2022-04-09	Homo sapiens	29724	COMPLETE	2022-04-25T00:00:00Z
ON345953.1	BA.2.9	USA: Colorado	2022-03-30	Homo sapiens	29747	COMPLETE	2022-04-26T00:00:00Z
ON359170.1	B.1.1.222	USA	2020-11-05	Homo sapiens	29782	COMPLETE	2022-04-27T00:00:00Z
ON375885.1	BA.1	USA	2022-01-04	Homo sapiens	29759	COMPLETE	2022-04-28T00:00:00Z
OW406742.1	AY.4	United Kingdom:Scotland	2021-08-20	Homo sapiens	29646	COMPLETE	2022-04-08T00:00:00Z
OW427110.1	BA.2	Slovakia	2022-03-27	Homo sapiens	29850	COMPLETE	2022-04-10T00:00:00Z
OW461430.1	BA.1.1	United Kingdom:England	2022-01-02	Homo sapiens	29873	COMPLETE	2022-04-13T00:00:00Z
OW466715.1	AY.4	United Kingdom:Scotland	2021-10-05	Homo sapiens	29642	COMPLETE	2022-04-13T00:00:00Z
OW471773.1	AY.4	United Kingdom:Scotland	2021-08-08	Homo sapiens	29652	COMPLETE	2022-04-16T00:00:00Z
OW477408.1	BA.1.1.7	United Kingdom:England	2022-02-07	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW481977.1	BA.1	United Kingdom:England	2022-01-05	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW499744.1	BA.2	United Kingdom:Northern_Ireland	2022-02-08	Homo sapiens	29850	COMPLETE	2022-04-16T00:00:00Z
OW507056.1	BA.1.1.1	United Kingdom:England	2022-02-23	Homo sapiens	29877	COMPLETE	2022-04-16T00:00:00Z
OW512628.1	AY.4	United Kingdom:Scotland	2021-06-23	Homo sapiens	29646	COMPLETE	2022-04-16T00:00:00Z
OW516873.1	BA.1	United Kingdom:England	2022-01-05	Homo sapiens	29873	COMPLETE	2022-04-16T00:00:00Z
OW522602.1	AY.4	United Kingdom:Scotland	2021-07-02	Homo sapiens	29646	COMPLETE	2022-04-25T00:00:00Z
MT291844.1	B.1	Georgia	2020-04-04	Homo sapiens	29833	COMPLETE	2021-06-30T00:00:00Z
MZ341858.1	B.1.1.7	USA: North Carolina	2021-05-14	Homo sapiens	29760	COMPLETE	2021-06-04T00:00:00Z
MZ376118.1	B.1.526	USA: Texas	2021-05-27	Homo sapiens	29863	COMPLETE	2021-06-11T00:00:00Z
MZ410176.1	B.1.1.7	USA: Arizona	2021-06-06	Homo sapiens	29763	COMPLETE	2021-06-17T00:00:00Z
MZ451978.1	B.1.429	USA: Washington,King County	2021-04-26	Homo sapiens	29800	COMPLETE	2021-06-25T00:00:00Z
PZ371858.1	XFV	USA: New Mexico	2026-02-10	Homo sapiens	29706	COMPLETE	2026-05-06T00:00:00Z
OQ610905.1	BQ.1.1.32	USA: Missouri	2023-02-27	Homo sapiens	29715	COMPLETE	2023-03-13T00:00:00Z
OX446954.1	B.1.1.7	Germany:Mecklenburg?West Pomerania	2021-05-05	Homo sapiens	29884	COMPLETE	2023-03-10T00:00:00Z
OZ010407.1	JN.1.21	United Kingdom:England	2024-01-23	Homo sapiens	29903	COMPLETE	2024-02-03T00:00:00Z
OZ019381.1	JN.1.29	United Kingdom:England	2024-02-15	Homo sapiens	29877	COMPLETE	2024-02-27T00:00:00Z
PP300122.1	BA.1.1	USA	2022-01-07	Homo sapiens	29815	COMPLETE	2024-02-07T00:00:00Z
PP389183.1	JN.1.8.1	USA: New York	2024-02-19	Homo sapiens	29749	COMPLETE	2024-02-24T00:00:00Z
OR299961.1	B.1.2	USA	2020-11-29	Homo sapiens	29865	COMPLETE	2023-07-20T00:00:00Z
OR304646.1	B.1.1.453	USA	2020-10-11	Homo sapiens	29829	COMPLETE	2023-07-20T00:00:00Z
OR310743.1	B.1	USA	2020-07-04	Homo sapiens	29804	COMPLETE	2023-07-20T00:00:00Z
OR318434.1	AY.54	USA	2021-07-28	Homo sapiens	29815	COMPLETE	2023-07-20T00:00:00Z
OR365840.1	BA.4.6	USA: Birmingham, AL	2022-09-05	Homo sapiens	29732	COMPLETE	2023-07-31T00:00:00Z
OY291470.1	XBB.1.5	United Kingdom:England	2023-04-07	Homo sapiens	29847	COMPLETE	2023-07-15T00:00:00Z
OY298306.1	BA.1	United Kingdom:England	2022-01-01	Homo sapiens	29876	COMPLETE	2023-07-17T00:00:00Z
OY303454.1	BA.5.2	United Kingdom:England	2022-10-16	Homo sapiens	29870	COMPLETE	2023-07-17T00:00:00Z
OY308233.1	BA.1.17.2	United Kingdom:England	2022-01-24	Homo sapiens	29771	COMPLETE	2023-07-17T00:00:00Z
OY312673.1	BA.1.1	United Kingdom:England	2022-01-21	Homo sapiens	29867	COMPLETE	2023-07-17T00:00:00Z
OY317153.1	AY.4.8	United Kingdom:England	2020	Homo sapiens	29895	COMPLETE	2023-07-18T00:00:00Z
OY322172.1	BA.1	United Kingdom:England	2022-01-27	Homo sapiens	29876	COMPLETE	2023-07-18T00:00:00Z
OY327525.1	B.1.525	United Kingdom:England	2021-04-15	Homo sapiens	29903	COMPLETE	2023-07-18T00:00:00Z
OY331586.1	BA.1.1	United Kingdom:England	2022-03-03	Homo sapiens	29879	COMPLETE	2023-07-18T00:00:00Z
OY335158.1	BA.1.17.2	United Kingdom:England	2020	Homo sapiens	29769	COMPLETE	2023-07-18T00:00:00Z
OY340858.1	AY.4	United Kingdom:England	2021-10-08	Homo sapiens	29891	COMPLETE	2023-07-18T00:00:00Z
OY344615.1	B.1.1.7	United Kingdom:England	2021-02-13	Homo sapiens	29884	COMPLETE	2023-07-19T00:00:00Z
OY349306.1	AY.4.2.1	United Kingdom:England	2021-10-11	Homo sapiens	29890	COMPLETE	2023-07-19T00:00:00Z
OY353835.1	AY.5	United Kingdom:England	2021-10-16	Homo sapiens	29890	COMPLETE	2023-07-19T00:00:00Z
OY357492.1	AY.4	United Kingdom:England	2021-08-27	Homo sapiens	29896	COMPLETE	2023-07-19T00:00:00Z
OY362388.1	B.1.1.7	United Kingdom:England	2021-02-03	Homo sapiens	29884	COMPLETE	2023-07-19T00:00:00Z
